NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,ESTADO_INS,METODO_CONS,NEAR_DIST,VOL_AUTORIZADO,VOL_ACTUAL,TON_AUTORIZADO,TON_ACTUAL,RES_APRUEBA,RES_PDC_APRUEBA,RES_PDC_FECHA,RES_APRUEBA_FECHA,latitud,longitud,lat_lon_pair
CIA. MINERA ARENILLAS (BELTRAN AMENABAR),FAENAS MINERA ARENILLAS,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVES ARENILLAS,TRANQUE DE RELAVE,ORO,6657006.7821,299048.381599999,INACTIVO,AGUAS ARRIBA,5924.57594202978,172651.0,119916.0,258976.0,179874.0,224,,,2007-02-23 00:00:00,-30.201840,-71.087538,"-30.201840, -71.087538"
SOC. DABED POZO (RENE SOLIS),SOC. DABED POZA LTDA.,IV,CHOAPA,ILLAPEL,SAN JORGE 1-2-3,TRANQUE DE RELAVE,COBRE,6498128.79009999,294856.545699999,INACTIVO,,418.025058529032,43670.0,0.0,63321.0,0.0,215,964,XX-XX-XXXX,1988-02-12 00:00:00,-31.633739,-71.163068,"-31.633739, -71.163068"
CIA. MINERA DEL PACIFICO,FAENAS EL ROMERAL,IV,ELQUI,LA SERENA,EL ROMERAL,EMBALSE,HIERRO,6709537.4462,284981.637799999,INACTIVO,EMBALSE,19895.9589902786,7700000.0,0.0,11550000.0,0.0,833,1879,2009-10-05 00:00:00,1994-11-28 00:00:00,-29.725721,-71.223004,"-29.725721, -71.223004"
SINDICATO DE TRABAJADORES INDEPENDIENTES PIRQUINEROS NUEVA ESPERANZA DE LA COMUNA DE CANELA,PLANTA CANELA,IV,CHOAPA,CANELA,EMBALSE RELAVE CANELA,EMBALSE,ORO,6525906.77,283020.27,INACTIVO,EMBALSE,,,,4800.0,,37,,,2018-01-08 00:00:00,-31.381137,-71.281695,"-31.381137, -71.281695"
HERMAN CORTES (EX MIRIAM CORREA),PLANTA MIRIAM,IV,CHOAPA,CANELA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,6524165.0277,268128.4846,INACTIVO,AGUAS ABAJO,1786.51008279623,4982.0,0.0,7473.0,0.0,S/I,,,S/I,-31.393957,-71.438582,"-31.393957, -71.438582"
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,AMPLIACION TRANQUE DE RELAVES 4,TRANQUE DE RELAVE,COBRE,6656749.81489999,284133.374699999,INACTIVO,,15329.5850215362,250800.0,0.0,376200.0,0.0,415,,,2011-02-24 00:00:00,-30.201599,-71.242435,"-30.201599, -71.242435"
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,EMBALSE DE RELAVES,EMBALSE,COBRE,6657148.55819999,284166.8754,ACTIVO,EMBALSE,15449.6500674995,930829.0,1294734.0,1396244.0,1942102.0,3511,,,2012-10-04 00:00:00,-30.198009,-71.242006,"-30.198009, -71.242006"
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,TRANQUE DE RELAVE 2,TRANQUE DE RELAVE,ORO-COBRE,6657076.54829999,283920.516999999,INACTIVO,AGUAS ARRIBA,15649.2092469513,288000.0,0.0,432000.0,0.0,S/I,,,S/I,-30.198615,-71.244578,"-30.198615, -71.244578"
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,TRANQUE DE RELAVE 3,TRANQUE DE RELAVE,COBRE,6656744.7843,284014.161799999,INACTIVO,,15438.6918952497,171114.0,0.0,256671.0,0.0,184,,,2002-09-10 00:00:00,-30.201623,-71.243674,"-30.201623, -71.243674"
MINERA LOS PELAMBRES,FAENA LOS PELAMBRES,IV,CHOAPA,SALAMANCA,LOS QUILLAYES,TRANQUE DE RELAVE,COBRE,6475715.94369999,348108.3222,ACTIVO,,35013.7105386504,259890073.0,261469532.0,396000000.0,395170705.0,3331,1603,2015-06-15 00:00:00,2003-10-17 00:00:00,-31.844151,-70.605276,"-31.844151, -70.605276"
MINERA LOS PELAMBRES,FAENA LOS PELAMBRES,IV,CHOAPA,LOS VILOS,EL MAURO,TRANQUE DE RELAVE,COBRE-MOLIBDENO,6462098.6248,307990.0875,ACTIVO,N_A,21095.7138857972,1133333333.0,446868526.0,1700000000.0,829426063.0,2623,1603,2015-06-15 00:00:00,2004-12-29 00:00:00,-31.960873,-71.031760,"-31.960873, -71.031760"
JUAN ANDRES BAZAN GARMENDIA,PLANTA VARIOLA,IV,LIMARI,MONTE PATRIA,RELAVE,TRANQUE DE RELAVE,COBRE,6579471.63829999,313908.058,ABANDONADO,,22919.4793929866,74360.0,0.0,111540.0,0.0,S/I,,,S/I,-30.903469,-70.947162,"-30.903469, -70.947162"
OSCAR CUEVAS CONTRERAS,LOS MAQUIS DE RANGUE (EX PLANTA ACULEO),RM,MAIPO,PAINE,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,6252731.8721,318761.6736,ABANDONADO,,21077.6478067066,23367.0,0.0,35050.0,0.0,832,N_A,N_A,1987-09-07 00:00:00,-33.850157,-70.958982,"-33.850157, -70.958982"
CODELCO,EL TENIENTE,RM,MELIPILLA,ALHUE,CAREN,EMBALSE,COBRE-MOLIBDENO,6223270.91579999,302670.762799999,ACTIVO,EMBALSE,9602.13388816544,2192000000.0,923273585.0,3288000000.0,1575008728.0,351,1485,2015-05-02 00:00:00,2014-03-10 00:00:00,-34.112793,-71.139450,"-34.112793, -71.139450"
MINERA FLORIDA LTDA.,ALHUE,RM,MELIPILLA,ALHUE,TRANQUE DE RELAVE ADOSADO,TRANQUE DE RELAVE,ORO-ZINC,6231276.17229999,312369.906,INACTIVO,,6215.42053164476,4066667.0,3563057.0,8100000.0,7090484.0,2159,1232,2009-06-25 00:00:00,2005-10-13 00:00:00,-34.042427,-71.032627,"-34.042427, -71.032627"
ANGLO AMERICAN SUR S.A.,LOS BRONCES,RM,CHACABUCO,COLINA,LAS TORTOLAS,TRANQUE DE RELAVE,COBRE,6333378.8782,338302.293499999,ACTIVO,AGUAS ABAJO,10312.955304513,689655172.0,466953934.0,1000000000.0,873429534.0,2420,855,2010-09-28 00:00:00,2015-09-29 00:00:00,-33.126260,-70.733311,"-33.126260, -70.733311"
SLM UNO DE TALINAY,PLANTA LA CABRA Y TALINAY,IV,LIMARI,OVALLE,LA CABRA Y TALINAY,TRANQUE DE RELAVE,COBRE,6576698.75889999,243863.5574,ACTIVO,AGUAS ARRIBA,41665.1235077428,108353.0,0.0,162529.0,0.0,822,N_A,N_A,1989-08-30 00:00:00,-30.915362,-71.680181,"-30.915362, -71.680181"
ENAMI,PLANTA OVALLE,IV,LIMARI,OVALLE,TRANQUE 1,TRANQUE DE RELAVE,COBRE-ORO,6618360.8507,291317.912299999,INACTIVO,,26527.5294808286,41512.0,0.0,62268.0,0.0,S/I,3149,2015-12-18 00:00:00,S/I,-30.549030,-71.175503,"-30.549030, -71.175503"
GERARD FINDEL FINDEL,PLANTA EL INCIENSO,IV,LIMARI,OVALLE,EL INCIENSO 1,TRANQUE DE RELAVE,COBRE,6627466.1856,291956.1638,INACTIVO,EJE CENTRAL,24512.3401712363,12700.0,0.0,19050.0,0.0,S/I,,,S/I,-30.467034,-71.167031,"-30.467034, -71.167031"
HUMBERTO RIVERA C.,DESCONOCIDO,IV,LIMARI,OVALLE,BARRAZA,TRANQUE DE RELAVE,COBRE,6600572.80449999,259886.362599999,INACTIVO,,28009.360984815,19800.0,0.0,29700.0,0.0,1468,N_A,N_A,1993-10-27 00:00:00,-30.703507,-71.507063,"-30.703507, -71.507063"
WALDO FERREL OJAVO,PLANTA PUNITAQUI,IV,LIMARI,PUNITAQUI,PUNITAQUI 2,TRANQUE DE RELAVE,ORO,6586009.2006,284856.4254,INACTIVO,AGUAS ARRIBA,987.123066229046,5198.0,0.0,7797.0,0.0,1042,N_A,N_A,1987-10-30 00:00:00,-30.839592,-71.249580,"-30.839592, -71.249580"
JUAN SALINAS,PLANTA EL HUILMO (EX SALINAS),IV,LIMARI,COMBARBALA,EL HUILMO 2 (EX SALINAS 2),TRANQUE DE RELAVE,ORO,6581308.0228,294663.0202,INACTIVO,AGUAS ARRIBA,11749.5384369387,8000.0,0.0,11600.0,0.0,1118,N_A,N_A,1987-11-16 00:00:00,-30.883723,-71.148048,"-30.883723, -71.148048"
CIA. MINERA DEL PACIFICO,FAENAS EL ROMERAL,IV,ELQUI,LA SERENA,EL TRIGO,EMBALSE,HIERRO,6705742.13069999,283700.7012,ACTIVO,EMBALSE,16011.2549607214,29333333.0,12777387.0,44000000.0,29198724.0,1583,1879,2009-10-05 00:00:00,2004-07-08 00:00:00,-29.759724,-71.236999,"-29.759724, -71.236999"
CIA. MINERA SAN GERONIMO,SAN GERONIMO,IV,ELQUI,VICUÑA,LA HIGUERA,TRANQUE DE RELAVE,ORO,6692048.47539999,317187.9928,INACTIVO,,23986.9782819978,415450.0,0.0,623175.0,0.0,621,1530,2015-05-15 00:00:00,2002-02-20 00:00:00,-29.888643,-70.893168,"-29.888643, -70.893168"
GERARDO FINDEL W.,PLANTA CONTACTO,IV,ELQUI,PAIGUANO,CONTACTO,TRANQUE DE RELAVE,COBRE,6681396.5712,351256.842199999,INACTIVO,AGUAS ARRIBA,17119.5560312173,125700.0,0.0,188500.0,0.0,227,N_A,N_A,1985-07-22 00:00:00,-29.989328,-70.541957,"-29.989328, -70.541957"
R. MARTIÂN J. (SLM EL INCA),PLANTA EL ALMENDRAL,IV,ELQUI,VICUÑA,ALMENDRAL 1-2-3,EMBALSE,COBRE,6681597.3299,316336.1524,INACTIVO,EMBALSE,19497.459133517,9000.0,0.0,13500.0,0.0,1359,N_A,N_A,1982-12-02 00:00:00,-29.982782,-70.903779,"-29.982782, -70.903779"
ENAMI,PLANTA MATTA,III,COPIAPO,COPIAPO,TRANQUE DE RELAVE 1,TRANQUE DE RELAVE,COBRE,6967643.3557,376192.1408,INACTIVO,,7847.01018276261,138935.0,0.0,208402.0,0.0,S/I,2649,2015-10-22 00:00:00,S/I,-27.408969,-70.252377,"-27.408969, -70.252377"
ENAMI,PLANTA MATTA,III,COPIAPO,COPIAPO,TRANQUE DE RELAVE 2,TRANQUE DE RELAVE,COBRE,6967432.21779999,376022.2779,INACTIVO,,7612.89872237131,3810667.0,0.0,5716000.0,0.0,S/I,2649,2015-10-22 00:00:00,S/I,-27.410860,-70.254116,"-27.410860, -70.254116"
MINERA LUMINA COPPER CHILE LTDA.,CASERONES,III,COPIAPO,TIERRA AMARILLA,LAMAS LA BREA,EMBALSE,COBRE,6888496.43109999,438987.073099999,ACTIVO,EMBALSE,95906.0341873627,318400000.0,63146964.0,477600000.0,164768840.0,542,306,2012-02-06 00:00:00,2017-03-06 00:00:00,-28.127692,-69.621266,"-28.127692, -69.621266"
MIGRIN S.A.,PLANTA SAN SEBASTIAN,V,SAN ANTONIO,CARTAGENA,SAN SEBASTIAN,TRANQUE DE RELAVE,CARBONATO DE CALCIO,6287601.8141,259822.1939,INACTIVO,,38646.9133870915,64350.0,0.0,96525.0,0.0,3041,400,2010-05-11 00:00:00,2003-08-26 00:00:00,-33.524210,-71.586119,"-33.524210, -71.586119"
CIA. MINERA CAN-CAN,BRONCE DE PETORCA,V,PETORCA,PETORCA,TERRAZAS 1,TRANQUE DE RELAVE,ORO,6432707.5573,315230.1513,INACTIVO,,3755.84011652949,570000.0,0.0,855000.0,0.0,442,,,1999-02-10 00:00:00,-32.227078,-70.960843,"-32.227078, -70.960843"
SOC. EXPLORACION Y DESARROLLO MINERO (EXPLODESA),ENCON,V,SAN FELIPE,SAN FELIPE,ENCON,TRANQUE DE RELAVE,COBRE,6376486.7203,337506.5629,ABANDONADO,,1743.83936969676,30000.0,0.0,45000.0,0.0,S/I,,,S/I,-32.737467,-70.734235,"-32.737467, -70.734235"
MINERA LINDEROS,FAENA LINDEROS,IV,ELQUI,VICUÑA,LINDEROS (EX DON GUILLERMO),TRANQUE DE RELAVE,COBRE-ORO,6682267.92439999,307479.758,INACTIVO,AGUAS ARRIBA,25697.545133284,270300.0,0.0,391935.0,0.0,S/I,1009,2015-04-13 00:00:00,S/I,-29.975375,-70.995415,"-29.975375, -70.995415"
OMINT SPA,PLANTA ZEBALLOS,IV,ELQUI,VICUÑA,TALCUNA 1-2-3,TRANQUE DE RELAVE,COBRE-ORO,6692500.67289999,318203.269799999,INACTIVO,AGUAS ARRIBA,23557.0964377822,1615200.0,0.0,2422800.0,0.0,S/I,,,S/I,-29.884714,-70.882582,"-29.884714, -70.882582"
CODELCO,SALVADOR,III,CHAÑARAL,DIEGO DE ALMAGRO,DEPOSITO RELAVES FILTRADOS 2,FILTRADO,COBRE-MOLIBDENO,7076878.4845,451064.378399999,EN CONSTRUCCION,N_A,57140.5896745717,1400000.0,0.0,2800000.0,311917.0,910,,,2019-04-05 00:00:00,-26.427501,-69.490763,"-26.427501, -69.490763"
CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ),FAENA LAS ROJAS,IV,ELQUI,LA SERENA,TRANQUE DE ARENAS 1-2,TRANQUE DE RELAVE,COBRE,6681552.99359999,301834.596599999,ACTIVO,EJE CENTRAL,20636.935856856,172651.0,108171.0,258976.0,168226.0,1094,70,2006-01-09 00:00:00,1989-11-14 00:00:00,-29.980923,-71.054027,"-29.980923, -71.054027"
CMC SALI HOCHSCHILD S.A.,BODEGA ALTO,III,COPIAPO,COPIAPO,BODEGA ALTO ,TRANQUE DE RELAVE,COBRE-ORO,6973769.00609999,364521.2231,INACTIVO,N_A,3466.36982640143,515600.0,0.0,773398.0,0.0,S/I,,,S/I,-27.352572,-70.369726,"-27.352572, -70.369726"
CIA. MINERA HUASCO,PLANTA RIO HUASCO,III,COPIAPO,CALDERA,RIO HUASCO,TRANQUE DE RELAVE,COBRE-ORO,7008911.4242,319909.291799999,INACTIVO,,4157.18332407039,435735.0,0.0,653602.0,0.0,S/I,,,S/I,-27.030304,-70.815460,"-27.030304, -70.815460"
SOC. EXPLODESA DOS AMIGOS (EX MINERA DOMEYKO),PLANTA DOMEYKO,III,HUASCO,VALLENAR,DOMEYKO 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,6795387.1831,316129.7274,INACTIVO,,43923.175078848,112484.0,0.0,168726.0,0.0,241,N_A,N_A,1984-02-28 00:00:00,-28.956324,-70.886811,"-28.956324, -70.886811"
HERNAN SOLIS,PLANTA SOLIS,III,HUASCO,VALLENAR,SOLIS 2,TRANQUE DE RELAVE,ORO,6840374.93259999,327580.208599999,ABANDONADO,AGUAS ARRIBA,2586.97765907,8600.0,0.0,12900.0,0.0,S/I,,,S/I,-28.552041,-70.762527,"-28.552041, -70.762527"
ENAMI,EL SALADO,III,CHAÑARAL,CHAÑARAL,EL SALADO,TRANQUE DE RELAVE,COBRE-ORO,7077630.6299,367012.240399999,INACTIVO,,28723.7378509829,300000.0,0.0,450000.0,0.0,163,1780,2009-09-16 00:00:00,1990-03-01 00:00:00,-26.415334,-70.333497,"-26.415334, -70.333497"
J. FONSECA,DESCONOCIDO,III,CHAÑARAL,DIEGO DE ALMAGRO,DESCONOCIDO,TRANQUE DE RELAVE,ORO-COBRE,7040340.52859999,409663.6363,ABANDONADO,,42748.0344869898,1200.0,0.0,1800.0,0.0,S/I,,,S/I,-26.755337,-69.908529,"-26.755337, -69.908529"
SMC GONZALEZ Y CIA.,PLANTA EMA,IV,ELQUI,ANDACOLLO,EMA 2,TRANQUE DE RELAVE,ORO-COBRE,6652326.9352,299243.9791,INACTIVO,AGUAS ARRIBA,1478.78628826028,37500.0,0.0,56250.0,0.0,207,N_A,N_A,1986-02-07 00:00:00,-30.244076,-71.086398,"-30.244076, -71.086398"
MAURICIO ALBURQUENQUE NUÃ‘EZ,SANTA TERESITA,IV,ELQUI,ANDACOLLO,SANTA TERESITA 1,TRANQUE DE RELAVE,ORO-COBRE,6654185.8337,301326.8256,INACTIVO,AGUAS ARRIBA,4245.52227374731,100800.0,0.0,151200.0,0.0,188,N_A,N_A,1986-02-04 00:00:00,-30.227655,-71.064413,"-30.227655, -71.064413"
MARTIN HERNANDEZ,PLANTA HERNANDEZ,III,CHAÑARAL,DIEGO DE ALMAGRO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,7040283.20069999,409289.520399999,ABANDONADO,,42680.4515197064,8047.0,0.0,12071.0,0.0,568,N_A,N_A,1986-06-02 00:00:00,-26.755830,-69.912295,"-26.755830, -69.912295"
EDUARDO PAREDES MARTINEZ,PLANTA OMEGA,III,CHAÑARAL,DIEGO DE ALMAGRO,OMEGA 1,TRANQUE DE RELAVE,ORO,7041043.5009,409185.231499999,ABANDONADO,AGUAS ARRIBA,41927.2260354292,28000.0,0.0,42000.0,0.0,631,N_A,N_A,1986-06-24 00:00:00,-26.748960,-69.913289,"-26.748960, -69.913289"
MINERA ALOE,PLANTA DIEGO DE ALMAGRO,III,CHAÑARAL,DIEGO DE ALMAGRO,RIOSAL 1-2-3-4-5-6,TRANQUE DE RELAVE,COBRE-ORO,7079867.83339999,393776.863099999,INACTIVO,,1977.88899248724,11240.0,0.0,16860.0,0.0,S/I,,,S/I,-26.397388,-70.064978,"-26.397388, -70.064978"
HECTOR CASTELLON,PLANTA CASTELLON,III,COPIAPO,COPIAPO,CASTELLON,TRANQUE DE RELAVE,ORO,6970052.55609999,367845.712799999,INACTIVO,,2266.47798174067,20000.0,0.0,30000.0,0.0,S/I,,,S/I,-27.386441,-70.336525,"-27.386441, -70.336525"
CARLOS IRIBARREN,LUZ ELENA,III,COPIAPO,COPIAPO,FLORENCIA 2,EMBALSE,COBRE-ORO,6967943.2991,366407.2893,INACTIVO,EMBALSE,4546.48922581281,2800.0,0.0,4200.0,0.0,S/I,,,S/I,-27.405338,-70.351301,"-27.405338, -70.351301"
CIA. MINERA HORUS,PLANTA LA PEPA,III,COPIAPO,TIERRA AMARILLA,LA PEPA 1,TRANQUE DE RELAVE,COBRE,6984789.55929999,471299.8185,INACTIVO,EJE CENTRAL,99510.3443161277,290000.0,0.0,435000.0,0.0,1090,N_A,N_A,1989-11-14 00:00:00,-27.259495,-69.289940,"-27.259495, -69.289940"
CIA. MINERA HORUS,PLANTA LA PEPA,III,COPIAPO,TIERRA AMARILLA,LA PEPA 2,TRANQUE DE RELAVE,COBRE,6984865.75949999,471341.0936,INACTIVO,EJE CENTRAL,99569.3904223846,42768.0,0.0,64152.0,0.0,1090,N_A,N_A,1989-11-14 00:00:00,-27.258807,-69.289521,"-27.258807, -69.289521"
CEMIN,LOS PINGOS,IV,LIMARI,MONTE PATRIA,LOS PINGOS 1,TRANQUE DE RELAVE,COBRE,6575226.433,357056.052,INACTIVO,,52189.684372227,346939.0,,520408.0,,2930,259,2016-02-09 00:00:00,2010-10-29 00:00:00,-30.947769,-70.496432,"-30.947769, -70.496432"
CEMIN S.C.M.,LOS PINGOS,IV,LIMARI,MONTE PATRIA,LOS PINGOS 2,TRANQUE DE RELAVE,COBRE,6575167.69539999,356940.1643,ACTIVO,AGUAS ABAJO,52121.3094725671,224489.0,0.0,336733.0,0.0,2930,259,2016-02-09 00:00:00,2010-10-29 00:00:00,-30.948285,-70.497653,"-30.948285, -70.497653"
CIA. MINERA SAN ESTEBAN,PLANTA SAN ESTEBAN,III,COPIAPO,COPIAPO,SAN ESTEBAN 2B,TRANQUE DE RELAVE,COBRE,6968987.58679999,370138.7395,INACTIVO,EJE CENTRAL,4142.86694710541,245160.0,0.0,367740.0,0.0,573,N_A,N_A,1986-06-02 00:00:00,-27.396274,-70.313454,"-27.396274, -70.313454"
SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),IV,ELQUI,ANDACOLLO,SAN MIGUEL 4 (EX-ANDACOLLO 4),TRANQUE DE RELAVE,ORO,6653635.2427,301081.0789,INACTIVO,AGUAS ARRIBA,3683.44763169435,15360.0,0.0,23040.0,0.0,S/I,,,S/I,-30.232580,-71.067069,"-30.232580, -71.067069"
MINERA ARENILLAS,PLANTA PALMIRA,IV,ELQUI,ANDACOLLO,PALMIRA 1,TRANQUE DE RELAVE,ORO,6654474.0,299684.0,INACTIVO,AGUAS ARRIBA,3359.374380192,480000.0,0.0,720000.0,0.0,S/I,,,S/I,-30.224786,-71.081419,"-30.224786, -71.081419"
MINERA LAS CENIZAS S.A.,LAS CENIZAS TALTAL,II,ANTOFAGASTA,TALTAL,LAS LUCES 3,ESPESADO,COBRE,7159578.0064,342239.9479,ACTIVO,AGUAS ABAJO,74704.4098339648,8266666.0,2887120.0,12400000.0,7995922.0,963,160,2009-02-09 00:00:00,2014-08-06 00:00:00,-25.673116,-70.571927,"-25.673116, -70.571927"
EDMUNDO ELISSETCHE,PLANTA EL CERRADO,V,PETORCA,CABILDO,EL CERRADO 1,TRANQUE DE RELAVE,COBRE-ORO,6391110.26699999,312589.738099999,INACTIVO,AGUAS ARRIBA,20253.420459708,600000.0,0.0,900000.0,0.0,S/I,,,S/I,-32.601670,-70.997097,"-32.601670, -70.997097"
BARRIO MINERO EL QUEMADO,PLANTA SAAVEDRA EL QUEMADO,V,PETORCA,CABILDO,EL QUEMADO ,TRANQUE DE RELAVE,ORO,6408685.6469,310894.9462,INACTIVO,,5684.66187029766,91654.0,0.0,137481.0,0.0,1037,N_A,N_A,1987-10-30 00:00:00,-32.442932,-71.011612,"-32.442932, -71.011612"
MINERA LAS CENIZAS S.A.,LAS CENIZAS CABILDO,V,PETORCA,CABILDO,LAS CENIZAS 3,TRANQUE DE RELAVE,COBRE,6409480.33009999,304045.0322,INACTIVO,EJE CENTRAL,1438.40042900202,572000.0,0.0,858000.0,0.0,1041,1956,2015-08-03 00:00:00,1984-10-11 00:00:00,-32.434583,-71.084273,"-32.434583, -71.084273"
SOC. MINERA GAMA,PLANTA LOS MOLLES,V,PETORCA,LA LIGUA,LOS MOLLES 1,TRANQUE DE RELAVE,ORO-COBRE,6430861.5043,266215.2805,ABANDONADO,EJE CENTRAL,33553.9299656243,9800.0,0.0,14700.0,0.0,552,N_A,N_A,1985-05-31 00:00:00,-32.234580,-71.481084,"-32.234580, -71.481084"
CIA. MINERA HIERRO VIEJO,PLANTA HIERRO VIEJO,V,PETORCA,PETORCA,HIERRO VIEJO 1,TRANQUE DE RELAVE,COBRE,6427005.4336,310125.404,ABANDONADO,,8102.90199127533,27000.0,0.0,40500.0,0.0,S/I,,,S/I,-32.277635,-71.016124,"-32.277635, -71.016124"
CIA. MINERA SANTA AMALIA,PLANTA CATEMU,V,SAN FELIPE,CATEMU,CATEMU 2,TRANQUE DE RELAVE,COBRE,6372127.02049999,313377.0135,INACTIVO,AGUAS ABAJO,20068.0147217137,944238.0,0.0,1416357.0,0.0,S/I,,,S/I,-32.772944,-70.992510,"-32.772944, -70.992510"
MINERA NUEVA PUDAHUEL,PLANTA LA AFRICANA,RM,SANTIAGO,PUDAHUEL,LA FARFANA,TRANQUE DE RELAVE,COBRE,6295742.44699999,331926.8881,INACTIVO,,15280.5669338838,120721.0,0.0,181082.0,0.0,S/I,2362,2002-10-07 00:00:00,S/I,-33.464600,-70.808613,"-33.464600, -70.808613"
ANGLO AMERICAN SUR S.A.,LOS BRONCES,RM,SANTIAGO,LO BARNECHEA,PEREZ-CALDERA 2,TRANQUE DE RELAVE,COBRE,6323622.707,374858.927,INACTIVO,,31237.8166079941,30333333.0,0.0,45500000.0,48365379.0,310,855,2010-09-28 00:00:00,1992-03-11 00:00:00,-33.219073,-70.342892,"-33.219073, -70.342892"
SOC. CONTRACTUAL MINERA ALIANZA,PLANTA VIÃ‘ITA AZUL ,III,COPIAPO,COPIAPO,TRANQUE 1,TRANQUE DE RELAVE,ORO,6966782.7772,369745.738599999,INACTIVO,AGUAS ARRIBA,5907.19058534009,4800.0,0.0,7200.0,0.0,521,,,1986-05-19 00:00:00,-27.416136,-70.317664,"-27.416136, -70.317664"
LUIS RAMIREZ VALLE,PLANTA LO AGUILA,RM,MELIPILLA,CURACAVI,LO AGUILA,TRANQUE DE RELAVE,ORO,6299815.4981,300569.7832,ABANDONADO,,28559.5468211768,14000.0,0.0,21000.0,0.0,717,N_A,N_A,1987-08-07 00:00:00,-33.422508,-71.144949,"-33.422508, -71.144949"
ALMA MINERALS (EX RECICLOMET),PLANTA SAN FRANCISCO,RM,CHACABUCO,TILTIL,SAN FRANCISCO,EMBALSE,COBRE,6335311.72339999,320020.494099999,INACTIVO,EMBALSE,2355.5912829768,6335.0,0.0,9502.0,0.0,,,,,-33.105955,-70.928810,"-33.105955, -70.928810"
CODELCO,SALVADOR,III,CHAÑARAL,DIEGO DE ALMAGRO,POTRERILLOS,TRANQUE DE RELAVE,COBRE-MOLIBDENO,7075535.7214,450839.482099999,INACTIVO,,55508.529087465,49982900.0,0.0,74974350.0,0.0,S/I,2080,2015-09-17 00:00:00,S/I,-26.439617,-69.493070,"-26.439617, -69.493070"
CODELCO,SALVADOR,III,CHAÑARAL,DIEGO DE ALMAGRO,LOS AMARILLOS,PRETILES DE RELAVE,COBRE-MOLIBDENO,7098940.80989999,421585.7673,INACTIVO,N_A,31772.6014330923,2300000.0,0.0,2530000.0,0.0,S/I,2080,2015-09-17 00:00:00,S/I,-26.226989,-69.785034,"-26.226989, -69.785034"
HERNAN SOLIS,PLANTA SOLIS,III,HUASCO,VALLENAR,SOLIS 1,TRANQUE DE RELAVE,ORO,6840377.05159999,327551.3903,ABANDONADO,AGUAS ARRIBA,2589.40440356588,2000.0,0.0,3000.0,0.0,S/I,,,S/I,-28.552018,-70.762821,"-28.552018, -70.762821"
EDMUNDO ELISSETCHE,PLANTA EL CERRADO,V,PETORCA,CABILDO,EL CERRADO 2,TRANQUE DE RELAVE,COBRE-ORO,6391337.8091,312797.436499999,INACTIVO,EJE CENTRAL,20116.7093825851,170000.0,0.0,255000.0,0.0,1493,,,1993-10-15 00:00:00,-32.599654,-70.994839,"-32.599654, -70.994839"
CODELCO,SALVADOR,III,CHAÑARAL,DIEGO DE ALMAGRO,EL GRINGO,TRANQUE DE RELAVE,COBRE-MOLIBDENO,7093522.7938,439223.093,INACTIVO,,45496.1541713895,331096.0,0.0,496664.0,0.0,S/I,2080,2015-09-17 00:00:00,S/I,-26.276764,-69.608724,"-26.276764, -69.608724"
CODELCO,SALVADOR,III,CHAÑARAL,DIEGO DE ALMAGRO,SALVADOR,TRANQUE DE RELAVE,COBRE-MOLIBDENO,7093312.44969999,439126.2553,INACTIVO,,45344.2901312418,28730.0,0.0,43095.0,0.0,S/I,2080,2015-09-17 00:00:00,S/I,-26.278659,-69.609704,"-26.278659, -69.609704"
CODELCO,EL TENIENTE,VI,CACHAPOAL,MACHALI,BARAHONA 2,TRANQUE DE RELAVE,COBRE-MOLIBDENO,6228066.7103,361088.017799999,INACTIVO,AGUAS ARRIBA,24286.0195413645,34600000.0,0.0,51900000.0,0.0,998,1485,2015-05-02 00:00:00,x-x-2012,-34.078956,-70.505555,"-34.078956, -70.505555"
CIA. CONTRACTUAL MINERA CANDELARIA,PLANTA SAN ESTEBAN,III,COPIAPO,TIERRA AMARILLA,SAN ESTEBAN 1 PRINCIPAL,TRANQUE DE RELAVE,COBRE,6959149.35439999,372181.78,INACTIVO,EJE CENTRAL,2870.47952238638,492510.0,0.0,738765.0,0.0,S/I,838,2012-03-19 00:00:00,S/I,-27.485264,-70.293830,"-27.485264, -70.293830"
